ID,TARGET
2,0.0512631386518
5,0.059757065028
6,0.00134651840199
7,0.00945606548339
9,0.00150055624545
11,0.249848365784
12,0.0390832386911
15,0.148055315018
16,0.0262825693935
17,0.0192169304937
19,0.022108649835
21,0.00246977107599
22,0.0210276804864
24,0.00976861454546
27,0.00895125325769
28,0.0274527966976
30,0.139825314283
33,0.002163577592
35,0.0116519099101
37,0.0247565172613
38,0.0192007794976
40,0.197527438402
41,0.0347278043628
44,0.00808292813599
46,0.0553897246718
47,0.00792572554201
48,0.00282348203473
50,0.00475024897605
52,0.188949689269
53,0.00658503174782
55,0.0256987214088
57,0.00191843917128
58,0.00829134974629
59,0.0116147100925
62,0.0308320820332
63,0.0100096855313
64,0.0209740586579
65,0.0121226208284
67,0.0154972486198
69,0.0577019937336
70,0.00211621285416
71,0.0108842710033
72,0.00285590533167
73,0.00161795236636
76,0.00371661782265
78,0.00226875510998
79,0.0245573800057
81,0.00232695555314
85,0.0101851411164
86,0.00233405199833
89,0.0427793040872
94,0.113922953606
96,0.00256280275062
97,0.0134491035715
98,0.00220066681504
99,0.0194216836244
100,0.237943872809
103,0.0860865712166
104,0.00679708085954
108,0.0101947067305
110,0.00309004099108
112,0.0252647381276
114,0.0446528941393
116,0.0237983968109
117,0.0096999714151
119,0.00423661526293
120,0.00336003466509
121,0.00134192127734
123,0.0156089216471
124,0.0329127982259
126,0.00138082227204
128,0.0109712565318
129,0.0934706032276
133,0.0396103784442
138,0.0221805796027
147,0.0274068377912
149,0.0161122698337
158,0.0024206219241
160,0.00638604536653
164,0.0316179692745
167,0.0590270832181
168,0.0194298475981
174,0.00665978668258
181,0.0249537806958
185,0.0341165438294
187,0.00301343039609
189,0.0132713755593
190,0.0617628917098
194,0.00534626888111
197,0.0252861510962
198,0.0197289008647
201,0.0320274122059
205,0.00899721495807
208,0.133694827557
211,0.0104068899527
216,0.0294125657529
219,0.071337737143
223,0.00500807072967
224,0.110660284758
226,0.0128484545276
229,0.0117030898109
230,0.0161919426173
237,0.0206806380302
238,0.0189722273499
240,0.0833976268768
243,0.00222517526709
245,0.126501485705
246,0.253926157951
247,0.00540026091039
248,0.00901519134641
249,0.00219758157618
250,0.273134797812
251,0.0013259529369
255,0.0952610000968
256,0.0209228377789
257,0.0787396356463
260,0.181303948164
261,0.0023398171179
263,0.246750548482
264,0.175615131855
267,0.00592283625156
268,0.0151339415461
272,0.0067279227078
274,0.00628256006166
275,0.00418210029602
277,0.28282815218
278,0.316026359797
280,0.00493295071647
281,0.0251631550491
282,0.0926385298371
283,0.0103534199297
284,0.0624794587493
286,0.0167373027653
290,0.0161253493279
291,0.0335918962955
293,0.0326285921037
295,0.0963246375322
297,0.0011898172088
298,0.0794400349259
300,0.00231656664982
304,0.00315891951323
305,0.00414665788412
308,0.00273180566728
309,0.00636795209721
310,0.00566789135337
312,0.0324625000358
313,0.166330635548
315,0.00787868257612
317,0.0241059064865
318,0.0294577181339
321,0.0105620054528
323,0.0745734795928
325,0.00911040231586
326,0.0117198964581
327,0.0219829920679
328,0.0473756194115
329,0.0225959941745
330,0.0023320345208
331,0.00907990615815
334,0.0412999019027
335,0.00878758914769
336,0.0597601868212
337,0.00257832161151
338,0.0488357022405
339,0.0129899820313
341,0.155390754342
343,0.00562236504629
346,0.00243800762109
348,0.00280134635977
350,0.194960042834
351,0.00198920164257
352,0.0143765192479
357,0.0521136522293
358,0.00992029346526
360,0.00526767782867
361,0.0117573644966
364,0.0146323144436
365,0.0322257429361
366,0.0170834176242
367,0.00505094137043
368,0.00461931433529
370,0.00271427282132
372,0.00216482370161
376,0.0010026373202
377,0.0031172784511
379,0.0190696194768
380,0.00907274894416
381,0.0881624296308
385,0.0146700516343
386,0.0333820395172
389,0.0568469241261
391,0.0524346157908
392,0.00409354967996
393,0.0114995650947
395,0.0203354563564
396,0.00807379931211
397,0.00150633323938
398,0.0190564356744
399,0.0443081185222
400,0.00857729651034
401,0.00851317122579
403,0.00585537496954
405,0.0272761750966
406,0.0231611188501
409,0.00640985323116
411,0.0120553998277
413,0.00240784604102
418,0.00304018263705
419,0.00779614597559
422,0.0143765192479
424,0.217743575573
425,0.0242294594646
427,0.00256280275062
430,0.00115829356946
431,0.0129979588091
434,0.0122772846371
435,0.0261540096253
437,0.0687996372581
438,0.0015523735201
439,0.118277102709
442,0.00974198803306
446,0.0138606885448
450,0.036721829325
451,0.0114656211808
452,0.00877076666802
454,0.00123489683028
455,0.00299620721489
463,0.0119133740664
464,0.0106304390356
465,0.00299949059263
467,0.142896518111
468,0.0287999808788
470,0.0107477074489
472,0.253134042025
473,0.0170737821609
475,0.00365863670595
476,0.0030860635452
479,0.0140829663724
481,0.00300867529586
483,0.0348383449018
484,0.00941357109696
486,0.0321591608226
487,0.00177861517295
491,0.0196758713573
494,0.00811819918454
495,0.00139073166065
497,0.0175204351544
498,0.00280800857581
499,0.00967810489237
503,0.0268889851868
504,0.0244234446436
505,0.0055840103887
506,0.00486879330128
507,0.0138500565663
508,0.0767920687795
509,0.0312731526792
510,0.0049849813804
511,0.00622843112797
512,0.0185750965029
516,0.00190225045662
518,0.0339115969837
519,0.00522423675284
520,0.00644964119419
521,0.00305169844069
522,0.0025128100533
524,0.0902365744114
525,0.00513505749404
526,0.00230485456996
528,0.0135748218745
529,0.0219161100686
531,0.0812290534377
532,0.270851105452
534,0.123530000448
536,0.0555934458971
539,0.095019698143
540,0.0171638596803
541,0.00175745971501
542,0.0994884744287
545,0.010546149686
546,0.00282435747795
552,0.00929561909288
556,0.00135557539761
557,0.002357121557
559,0.0112672522664
562,0.0169286262244
563,0.0135179189965
565,0.0400973781943
569,0.00175734015647
570,0.0826428458095
574,0.0159930512309
575,0.00831961072981
585,0.0101038804278
589,0.00831799115986
590,0.0133477048948
592,0.00856264866889
593,0.0235657170415
594,0.00623942352831
595,0.00652943504974
597,0.00157200684771
601,0.00205781450495
603,0.011892597191
604,0.00107511121314
605,0.0314198173583
607,0.00234002876095
608,0.019185654819
610,0.0209945142269
612,0.0195310469717
613,0.0599729306996
615,0.00220200535841
616,0.281231403351
617,0.0281574670225
619,0.0114707350731
620,0.128840118647
621,0.00427776528522
624,0.0277829673141
625,0.00826070550829
628,0.00329836271703
629,0.18775844574
630,0.0289611890912
632,0.0217626597732
634,0.00125080882572
637,0.0103554781526
638,0.0206255149096
642,0.0195993743837
643,0.00500528840348
644,0.0723371207714
646,0.00110362377018
655,0.015879848972
660,0.0178187955171
664,0.0191958677024
665,0.0661426335573
666,0.00198276387528
670,0.0849625244737
671,0.268032222986
672,0.00669311732054
675,0.0028142107185
676,0.0505859516561
677,0.031517572701
678,0.00397104118019
680,0.00347576942295
683,0.139906704426
684,0.011173421517
685,0.0372279733419
691,0.10949523747
693,0.00131165329367
696,0.00120494328439
698,0.00380753003992
699,0.0135832792148
700,0.0154289202765
703,0.00641637574881
704,0.0187280271202
705,0.00516835041344
707,0.164774760604
709,0.113424323499
711,0.201246663928
713,0.0116834174842
716,0.00174684938975
719,0.00253284769133
721,0.00899524707347
722,0.0043884604238
723,0.0121278362349
724,0.00349042541347
727,0.00141404336318
728,0.0104306880385
729,0.00200098613277
733,0.00851937569678
736,0.0106001952663
739,0.0412228256464
742,0.254110217094
743,0.0127514768392
744,0.0031791694928
745,0.247958317399
747,0.00601337570697
749,0.020952437073
750,0.020691126585
751,0.0307840816677
752,0.00319170230068
755,0.00443381117657
756,0.0012651378056
762,0.0323121733963
763,0.0528690554202
764,0.0208818186074
765,0.01504963357
766,0.00695001380518
769,0.0247510038316
770,0.214992210269
773,0.00604613032192
774,0.0483358092606
776,0.0121745010838
777,0.0132898278534
778,0.00436281086877
779,0.00938989687711
780,0.00166237540543
781,0.0203670412302
786,0.0455616973341
788,0.00360322115012
794,0.0204522181302
796,0.19887496531
801,0.108682714403
802,0.0219863336533
803,0.00428187567741
804,0.00246935291216
805,0.00364819332026
809,0.0265904031694
810,0.0765069648623
817,0.012602109462
819,0.00965381599963
821,0.00669073592871
824,0.207559451461
825,0.00496341893449
826,0.142873391509
830,0.00772404763848
831,0.0187212061137
832,0.0104689113796
833,0.0096497759223
837,0.0187900215387
839,0.00119497138076
840,0.0019850183744
841,0.0398344248533
842,0.00284876534715
843,0.00212212698534
844,0.087291970849
845,0.0134068708867
848,0.0255621839315
853,0.0122279534116
854,0.000964932725765
855,0.00240733916871
856,0.0156916566193
861,0.00474894559011
865,0.0274068377912
866,0.00115113693755
867,0.00556757254526
870,0.00302795274183
871,0.0453446060419
872,0.00907348562032
873,0.0128167485818
874,0.0605794228613
875,0.00425166729838
876,0.00368601363152
879,0.0136614805087
880,0.0023566246964
883,0.0175820291042
884,0.0057002035901
886,0.0171982795
890,0.00295955152251
892,0.0257096718997
893,0.0542250908911
894,0.0324630178511
895,0.0231827497482
896,0.0278395563364
897,0.00238714530133
899,0.169020354748
900,0.00740544963628
901,0.00330848922022
902,0.232507094741
905,0.00855220109224
912,0.0709928646684
914,0.23728017509
915,0.0467626862228
917,0.110237404704
918,0.00292668724433
919,0.00629148120061
921,0.00235469848849
922,0.013650896959
923,0.00249182595871
926,0.00133996619843
929,0.00498806172982
930,0.00679740682244
931,0.0496476143599
937,0.00248453742824
938,0.0129276104271
939,0.0237609706819
941,0.0344304889441
946,0.00495533645153
947,0.0261599645019
950,0.00321014388464
951,0.00275893020444
952,0.0111840674654
953,0.0182093940675
954,0.000958788150456
955,0.00652986345813
956,0.186119481921
957,0.0440680496395
960,0.0379799306393
963,0.284506142139
966,0.0180232394487
969,0.035013075918
971,0.00707869185135
972,0.00271056802012
975,0.00836956687272
980,0.00928907096386
982,0.130672350526
983,0.00259275152348
985,0.101864799857
987,0.00707580707967
988,0.00570281594992
991,0.00982256885618
992,0.00119220325723
995,0.176816761494
996,0.00314044416882
998,0.00250072753988
1001,0.199269145727
1002,0.00762298423797
1004,0.0115996291861
